design_name,predicted_final_qor,true_final_qor,mape,true_qor_step_1,pred_qor_step_1,true_qor_step_2,pred_qor_step_2,true_qor_step_3,pred_qor_step_3,true_qor_step_4,pred_qor_step_4,true_qor_step_5,pred_qor_step_5,true_qor_step_6,pred_qor_step_6,true_qor_step_7,pred_qor_step_7,true_qor_step_8,pred_qor_step_8,true_qor_step_9,pred_qor_step_9,true_qor_step_10,pred_qor_step_10,true_qor_step_11,pred_qor_step_11,true_qor_step_12,pred_qor_step_12,true_qor_step_13,pred_qor_step_13,true_qor_step_14,pred_qor_step_14,true_qor_step_15,pred_qor_step_15,true_qor_step_16,pred_qor_step_16,true_qor_step_17,pred_qor_step_17,true_qor_step_18,pred_qor_step_18
aes_secworks_orig.bench,31.725304,33.0,3.862716257572174,41.0,37.77684,37.0,36.709,37.0,35.349777,35.0,33.700172,35.0,34.21411,35.0,34.00997,35.0,33.679256,35.0,33.29453,35.0,33.658035,35.0,33.69329,35.0,33.62638,35.0,33.875374,35.0,33.745346,35.0,34.062134,40.0,39.595963,40.0,38.2722,45.0,44.124245,33.0,31.725304
aes_secworks_orig.bench,32.661106,33.0,1.0269511491060257,38.0,35.959606,37.0,36.01183,37.0,35.904644,37.0,35.23568,37.0,35.198387,37.0,35.089592,37.0,34.51765,37.0,34.356663,37.0,34.6373,35.0,33.30719,35.0,33.841484,35.0,33.697926,35.0,33.528397,35.0,34.185856,40.0,39.166134,40.0,38.806046,45.0,44.003754,33.0,32.661106
max_orig.bench,160.05823,167.0,4.156750068068504,287.0,291.44705,234.0,231.0415,234.0,229.74542,234.0,229.51346,227.0,223.6954,199.0,193.32285,198.0,192.27138,198.0,188.89584,198.0,190.38287,198.0,188.36499,198.0,189.46999,191.0,181.79065,191.0,182.87198,191.0,181.35712,181.0,176.42517,181.0,176.49176,181.0,174.93286,167.0,160.05823
tv80_orig.bench,47.874847,50.0,4.250305145978928,53.0,51.09906,53.0,51.34449,53.0,51.289078,52.0,51.121544,52.0,50.822403,52.0,50.472275,52.0,50.439854,52.0,50.785145,52.0,50.506844,52.0,50.614822,52.0,50.337532,52.0,50.49867,52.0,50.433792,52.0,50.345207,52.0,50.66272,52.0,50.447517,52.0,50.28627,50.0,47.874847
tv80_orig.bench,48.235935,50.0,3.528129681944847,53.0,52.919945,53.0,53.265587,53.0,52.8166,53.0,52.013912,53.0,51.772415,53.0,51.77225,53.0,51.656487,53.0,51.625763,53.0,51.64955,53.0,51.664513,53.0,51.45132,53.0,51.188366,53.0,51.38787,53.0,51.617836,53.0,51.615204,53.0,51.7377,53.0,51.496414,50.0,48.235935
aes_secworks_orig.bench,32.766617,33.0,0.7072217762470245,38.0,35.959606,37.0,36.01183,37.0,35.904644,37.0,35.23568,37.0,35.198387,37.0,35.089592,37.0,34.51765,37.0,34.356663,37.0,34.28046,35.0,33.44783,35.0,33.816116,35.0,33.77115,35.0,33.573864,35.0,34.229343,40.0,39.229553,40.0,38.845634,45.0,44.035744,33.0,32.766617
max_orig.bench,167.26154,189.0,11.5018330514431,287.0,291.39456,234.0,229.53314,234.0,228.6775,234.0,228.92332,234.0,228.40327,234.0,229.00441,234.0,226.8995,234.0,227.1416,234.0,226.55136,234.0,224.85817,234.0,224.5972,202.0,196.61676,202.0,196.65898,202.0,194.33157,200.0,189.62671,200.0,187.95958,195.0,182.81708,189.0,167.26154
tv80_orig.bench,54.65769,53.0,3.1277135014533997,53.0,52.486443,53.0,51.736904,53.0,52.047577,53.0,51.876774,53.0,51.970818,53.0,51.832035,53.0,52.045406,53.0,52.97229,53.0,51.973785,53.0,52.21222,61.0,62.564186,61.0,62.747124,61.0,61.76364,61.0,61.71263,61.0,61.096996,61.0,62.492096,63.0,64.65208,53.0,54.65769
tv80_orig.bench,47.76614,51.0,6.3409022986888885,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.07529,52.0,50.74539,52.0,50.42782,52.0,50.476734,52.0,50.254417,52.0,50.31083,52.0,50.811714,52.0,50.64376,52.0,50.374657,52.0,49.970154,52.0,50.20307,52.0,49.909386,52.0,49.675335,52.0,49.986267,51.0,47.76614
max_orig.bench,161.82458,169.0,4.2458076030015945,287.0,293.81958,234.0,229.94626,234.0,229.15639,234.0,228.92245,227.0,224.17558,227.0,225.5467,227.0,224.50227,194.0,192.59189,194.0,193.69017,194.0,192.42535,194.0,191.85538,179.0,179.89471,179.0,182.20638,179.0,181.22932,176.0,177.25554,176.0,176.22449,176.0,176.14215,169.0,161.82458
aes_secworks_orig.bench,31.521458,33.0,4.480431228876114,41.0,37.77684,37.0,35.789825,37.0,36.1532,37.0,35.001526,36.0,34.224453,36.0,34.16769,36.0,33.950485,36.0,34.12658,36.0,34.17938,36.0,34.057716,36.0,33.793106,36.0,34.110336,36.0,33.958115,36.0,34.22864,41.0,39.594418,41.0,38.348343,46.0,44.45272,33.0,31.521458
aes_secworks_orig.bench,31.501081,37.0,14.86194133758545,41.0,37.77684,37.0,35.789825,37.0,35.580933,37.0,34.85565,37.0,34.25943,37.0,34.317947,36.0,33.965004,36.0,33.753654,36.0,33.20085,36.0,33.616535,36.0,33.59738,36.0,34.208405,36.0,33.422043,36.0,34.596546,39.0,40.20111,39.0,37.84698,46.0,44.845543,37.0,31.501081
max_orig.bench,164.26332,170.0,3.3745169639587402,287.0,292.1749,234.0,230.02393,234.0,228.92717,234.0,229.31868,227.0,223.70404,227.0,226.21165,227.0,224.06676,227.0,224.43675,227.0,223.19547,227.0,220.05496,227.0,223.02817,192.0,188.97438,192.0,191.49992,192.0,188.95966,185.0,182.09656,185.0,182.85132,185.0,179.14944,170.0,164.26332
tv80_orig.bench,48.061043,50.0,3.877914324402809,53.0,52.486443,53.0,52.35363,53.0,51.98337,52.0,51.338943,52.0,51.483253,52.0,51.437916,52.0,51.663635,52.0,51.747658,52.0,51.63582,52.0,51.76432,52.0,51.570107,52.0,51.175224,52.0,51.15682,52.0,51.83744,52.0,51.4903,52.0,51.094326,52.0,51.141003,50.0,48.061043
aes_secworks_orig.bench,31.495527,34.0,7.36609622836113,38.0,37.159454,35.0,33.732563,35.0,34.4617,35.0,33.70247,35.0,32.95218,35.0,33.740707,35.0,33.368904,35.0,33.47582,35.0,33.421963,35.0,33.38144,35.0,33.098904,35.0,33.002457,35.0,33.052452,35.0,33.592064,35.0,33.849197,35.0,33.41634,43.0,42.903328,34.0,31.495527
aes_secworks_orig.bench,32.25952,33.0,2.2438742220401764,38.0,37.159454,35.0,33.732563,35.0,34.4617,35.0,34.0002,35.0,33.211597,35.0,33.807167,35.0,33.548077,35.0,33.399384,35.0,33.553154,35.0,33.51652,35.0,33.06626,35.0,33.0147,35.0,33.16353,35.0,33.673798,35.0,33.84126,35.0,33.36502,35.0,33.617584,33.0,32.25952
aes_secworks_orig.bench,31.532192,35.0,9.908021986484528,38.0,37.265015,37.0,35.942154,35.0,33.810604,35.0,34.56878,35.0,34.364174,35.0,34.41385,35.0,33.955154,35.0,33.89255,35.0,33.75649,35.0,33.625153,35.0,33.478546,35.0,34.02215,35.0,34.103836,35.0,33.5894,35.0,33.579,35.0,34.043594,43.0,42.562904,35.0,31.532192
aes_secworks_orig.bench,31.750057,34.0,6.617479026317596,36.0,35.449955,36.0,35.61875,36.0,35.669384,34.0,33.723686,34.0,33.35141,34.0,34.07026,34.0,33.94667,34.0,32.94449,34.0,33.153046,34.0,33.73448,34.0,33.561234,34.0,33.670773,34.0,33.171165,34.0,33.664047,39.0,39.45652,38.0,38.20315,46.0,44.229424,34.0,31.750057
max_orig.bench,164.40005,175.0,6.057111546397209,287.0,291.65994,234.0,230.48419,234.0,229.98164,234.0,229.27057,234.0,228.63722,234.0,228.65182,234.0,227.34445,202.0,195.19383,202.0,195.28,202.0,194.91953,295.0,292.78055,199.0,191.7742,199.0,192.7504,199.0,191.65366,188.0,182.47954,188.0,183.51784,188.0,183.7149,175.0,164.40005
tv80_orig.bench,47.959377,50.0,4.081245511770248,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075287,52.0,50.594513,52.0,50.393547,52.0,50.281086,52.0,50.414577,52.0,50.355927,52.0,50.433647,52.0,50.19307,52.0,50.266068,52.0,50.202667,52.0,50.44851,52.0,50.220295,52.0,49.97661,52.0,50.154755,50.0,47.959377
aes_secworks_orig.bench,31.354946,34.0,7.779569923877716,37.0,36.88099,35.0,34.126095,35.0,34.84962,35.0,33.838226,35.0,34.31887,35.0,34.281,35.0,33.938717,35.0,34.491066,35.0,33.95668,35.0,33.250313,35.0,33.427326,35.0,32.1673,35.0,33.33925,35.0,33.37732,35.0,33.482773,35.0,33.069862,43.0,42.474556,34.0,31.354946
aes_secworks_orig.bench,31.282717,33.0,5.203888565301895,41.0,37.77684,37.0,35.789825,37.0,35.580933,37.0,35.689342,37.0,34.31962,37.0,34.34252,37.0,34.126057,37.0,34.217865,37.0,34.125984,37.0,34.5227,35.0,33.094032,35.0,35.011528,35.0,34.40294,35.0,33.99101,40.0,39.530666,40.0,38.96477,45.0,43.776352,33.0,31.282717
aes_secworks_orig.bench,33.28518,43.0,22.592607140541077,38.0,37.065315,35.0,33.80431,35.0,33.51151,35.0,33.62831,35.0,33.84388,35.0,34.062786,35.0,33.456326,35.0,33.75753,35.0,33.273422,35.0,33.387917,35.0,33.338974,35.0,33.058784,35.0,33.048836,35.0,33.46335,35.0,33.6447,35.0,33.457275,43.0,42.229446,43.0,33.28518
tv80_orig.bench,47.827255,50.0,4.345489665865898,53.0,51.09906,53.0,51.344486,53.0,51.289085,52.0,51.121544,52.0,50.822403,52.0,50.622864,52.0,50.433212,52.0,50.73494,52.0,50.475056,52.0,50.615383,52.0,50.492252,52.0,50.585625,52.0,50.47075,52.0,50.464966,52.0,50.72666,52.0,50.551582,52.0,50.443573,50.0,47.827255
tv80_orig.bench,47.923885,52.0,7.83868208527565,53.0,51.901844,53.0,52.057346,53.0,51.57032,53.0,51.80456,53.0,51.75568,53.0,51.522762,53.0,51.6966,53.0,51.687862,53.0,51.983467,53.0,51.92942,53.0,51.259434,53.0,51.268475,53.0,51.093277,53.0,52.17623,53.0,52.27417,53.0,51.53314,53.0,51.360092,52.0,47.923885
max_orig.bench,188.30855,185.0,1.7884043976664543,287.0,291.65994,234.0,230.48419,234.0,229.98164,234.0,228.93808,234.0,227.97693,234.0,227.8992,234.0,226.40167,201.0,193.17781,201.0,193.69662,201.0,192.79599,293.0,292.03668,293.0,289.5104,293.0,289.55508,292.0,281.23886,234.0,246.27313,234.0,221.84451,234.0,235.24747,185.0,188.30855
max_orig.bench,163.31204,166.0,1.6192516312003136,287.0,291.65994,234.0,230.48419,234.0,229.98166,234.0,228.93808,234.0,227.97693,234.0,227.89922,234.0,226.40167,201.0,193.17783,201.0,193.69662,201.0,192.79599,293.0,292.03668,187.0,187.56514,187.0,187.79265,187.0,186.47054,179.0,179.62155,179.0,180.6695,179.0,180.73453,166.0,163.31204
aes_secworks_orig.bench,33.953827,43.0,21.0376113653183,38.0,35.663834,38.0,36.386795,35.0,33.915367,35.0,33.59092,35.0,34.48733,35.0,34.081066,35.0,33.74226,35.0,33.700943,35.0,33.170273,35.0,33.388287,35.0,33.30916,35.0,33.506577,35.0,33.29408,35.0,33.588017,35.0,33.756634,35.0,34.14595,43.0,43.024055,43.0,33.953827
aes_secworks_orig.bench,31.664745,35.0,9.529299288988113,38.0,35.959606,37.0,35.821808,37.0,35.907406,37.0,35.557648,37.0,34.90798,37.0,35.183697,36.0,34.28821,36.0,34.543213,36.0,34.74965,36.0,34.16619,36.0,34.575096,36.0,35.19791,36.0,34.196983,36.0,34.751526,36.0,34.877758,36.0,35.30414,43.0,41.862812,35.0,31.664745
max_orig.bench,159.14912,166.0,4.1270337998867035,287.0,287.58063,234.0,230.88608,234.0,230.00443,234.0,229.30951,234.0,227.35759,234.0,228.63461,234.0,226.23364,201.0,192.5962,201.0,193.5438,201.0,191.17676,201.0,190.77417,187.0,182.3548,187.0,183.8005,187.0,181.84598,179.0,175.14285,179.0,176.66144,179.0,173.22064,166.0,159.14912
tv80_orig.bench,49.71814,50.0,0.5637207068502903,53.0,52.486443,53.0,51.736904,53.0,52.185745,53.0,51.752495,53.0,51.912514,53.0,51.528275,53.0,51.7904,53.0,51.53952,53.0,51.879093,53.0,51.741455,53.0,51.428505,53.0,51.24346,53.0,51.25898,53.0,51.959557,53.0,51.8208,53.0,51.434105,53.0,51.567,50.0,49.71814
aes_secworks_orig.bench,31.57967,33.0,4.304030537605286,38.0,37.159454,35.0,33.732563,35.0,34.454475,35.0,34.23143,35.0,33.060123,35.0,33.907738,35.0,33.663628,35.0,33.669907,35.0,33.325607,35.0,33.344048,35.0,33.108624,35.0,33.015907,35.0,33.366924,35.0,33.80902,35.0,34.116043,35.0,33.328583,43.0,42.363667,33.0,31.57967
max_orig.bench,191.2763,196.0,2.410047873854637,287.0,293.81958,287.0,292.43674,287.0,293.5585,287.0,295.21774,287.0,293.88046,287.0,292.80515,287.0,293.8659,287.0,293.0016,287.0,292.4386,287.0,293.75134,306.0,309.29776,208.0,206.72226,208.0,206.61453,208.0,205.09085,202.0,200.78764,202.0,201.28006,202.0,199.6416,196.0,191.2763
max_orig.bench,157.7472,164.0,3.81268747150898,234.0,227.53616,234.0,228.83339,234.0,229.31546,234.0,229.45425,234.0,228.01485,234.0,228.94945,216.0,221.90161,188.0,188.56467,188.0,190.02298,188.0,188.21988,188.0,187.74844,179.0,177.21094,179.0,178.55836,179.0,177.13191,174.0,171.74762,174.0,173.80557,174.0,170.00656,164.0,157.7472
tv80_orig.bench,58.94085,60.0,1.7652511596679688,53.0,52.45282,55.0,53.22995,55.0,51.611954,55.0,52.462723,55.0,52.900837,55.0,53.793194,55.0,53.6829,55.0,53.518852,55.0,53.602116,59.0,54.26164,71.0,65.91085,72.0,66.65602,72.0,64.770454,72.0,67.49002,69.0,64.6591,69.0,66.98558,70.0,68.184975,60.0,58.94085
tv80_orig.bench,58.529705,60.0,2.450491674244404,53.0,52.45282,55.0,53.229954,55.0,52.253277,55.0,52.498558,55.0,52.1254,55.0,52.62398,56.0,53.782204,56.0,53.04972,56.0,53.952175,56.0,53.345776,69.0,65.15499,69.0,64.232544,69.0,63.979572,70.0,67.231804,70.0,65.889244,70.0,67.538124,68.0,66.90774,60.0,58.529705
tv80_orig.bench,49.18859,50.0,1.622818037867546,53.0,52.486443,53.0,51.602745,53.0,51.934334,53.0,50.643784,53.0,50.192863,53.0,50.946888,53.0,50.119568,53.0,50.495056,53.0,50.58175,53.0,50.809288,53.0,50.36361,53.0,51.00908,53.0,51.736538,53.0,51.344326,53.0,50.677525,53.0,51.028038,53.0,51.13482,50.0,49.18859
tv80_orig.bench,48.11525,51.0,5.656373128294945,53.0,50.88252,53.0,52.50986,53.0,52.68993,53.0,51.765564,53.0,51.66129,53.0,51.45423,53.0,51.012817,53.0,51.083687,53.0,51.53816,53.0,51.206966,53.0,51.17608,53.0,51.40706,53.0,50.54986,53.0,52.060287,53.0,51.466114,53.0,51.4597,53.0,51.243427,51.0,48.11525
aes_secworks_orig.bench,31.209358,36.0,13.307338953018188,41.0,38.42709,39.0,36.254658,39.0,36.742584,39.0,35.37703,37.0,35.066006,37.0,34.92451,37.0,34.152428,37.0,34.33831,37.0,34.640453,37.0,34.074234,37.0,34.11902,36.0,33.459404,36.0,33.79129,36.0,34.394264,40.0,39.03614,40.0,36.922222,46.0,44.430023,36.0,31.209358
tv80_orig.bench,48.96005,51.0,3.999904543161392,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075287,52.0,50.753468,52.0,50.54461,52.0,50.355854,52.0,50.63924,52.0,50.42701,52.0,50.438454,52.0,50.287117,52.0,50.42755,52.0,50.255104,52.0,50.20417,52.0,50.58143,52.0,50.288826,52.0,50.19694,51.0,48.96005
max_orig.bench,183.4418,190.0,3.4516826272010803,287.0,294.55667,234.0,230.8887,234.0,230.18658,234.0,228.97307,234.0,228.13374,234.0,229.28644,234.0,227.51399,202.0,197.71133,202.0,198.58871,202.0,197.91376,292.0,296.8609,202.0,199.37878,202.0,197.34103,202.0,196.34828,190.0,189.75977,190.0,189.18848,190.0,188.9581,190.0,183.4418
max_orig.bench,205.68079,203.0,1.3205843046307564,287.0,293.03625,287.0,292.73276,287.0,291.25012,287.0,292.7354,287.0,292.73196,287.0,293.0586,229.0,223.19339,229.0,223.0912,214.0,217.52742,214.0,216.42455,297.0,303.16464,297.0,297.99094,297.0,299.27646,297.0,299.54172,247.0,237.82791,247.0,236.90176,247.0,233.7888,203.0,205.68079
max_orig.bench,194.58382,196.0,0.7225425913929939,287.0,295.79312,287.0,293.80432,287.0,292.09805,287.0,292.93936,287.0,293.1061,287.0,292.6278,217.0,222.96402,217.0,220.18884,217.0,219.27332,217.0,219.18736,292.0,302.22253,208.0,205.59338,208.0,205.63849,208.0,203.47272,202.0,199.18158,202.0,198.60007,202.0,198.58817,196.0,194.58382
aes_secworks_orig.bench,31.178673,33.0,5.519173294305801,38.0,36.51134,35.0,33.81618,35.0,34.845966,35.0,33.725105,35.0,33.07439,35.0,33.02849,35.0,33.882484,35.0,33.1158,35.0,33.913353,35.0,33.411125,35.0,33.332256,35.0,32.62355,35.0,33.314247,35.0,33.166603,35.0,33.40222,35.0,33.147278,43.0,42.347557,33.0,31.178673
tv80_orig.bench,49.38217,51.0,3.172212466597557,53.0,52.486443,53.0,51.610462,53.0,51.700417,53.0,51.317726,53.0,51.51965,53.0,51.225616,53.0,51.504692,53.0,51.042145,53.0,51.470757,53.0,51.532944,53.0,50.969364,53.0,50.974434,53.0,50.964653,53.0,51.472706,53.0,51.978157,53.0,51.144485,53.0,51.337967,51.0,49.38217
max_orig.bench,158.49692,159.0,0.3164039459079504,234.0,227.53616,234.0,228.5088,234.0,228.87172,234.0,229.47105,227.0,222.9901,227.0,225.40707,221.0,220.51407,192.0,188.35545,192.0,189.28723,192.0,188.31424,192.0,188.26917,182.0,176.66919,182.0,179.29253,182.0,177.76251,173.0,172.573,173.0,174.02338,173.0,170.86592,159.0,158.49692
tv80_orig.bench,48.264446,52.0,7.183757424354553,53.0,50.871204,53.0,51.666298,53.0,52.114136,53.0,51.643356,53.0,51.55729,53.0,51.245995,53.0,51.244205,53.0,51.113747,53.0,51.435432,53.0,51.425476,53.0,51.10633,53.0,50.706844,53.0,51.088417,53.0,51.101418,53.0,50.946533,53.0,51.646446,53.0,51.06887,52.0,48.264446
max_orig.bench,158.46698,164.0,3.3737927675247192,234.0,227.53616,234.0,225.4514,234.0,226.19577,234.0,226.64394,234.0,227.43893,234.0,227.98357,216.0,220.51501,188.0,188.70413,188.0,189.88249,188.0,188.43652,188.0,188.29526,179.0,178.90207,179.0,179.21147,179.0,177.50476,174.0,171.94098,174.0,173.90076,174.0,169.66168,164.0,158.46698
max_orig.bench,164.29706,171.0,3.919849172234535,287.0,291.65994,234.0,230.48419,234.0,229.98164,234.0,228.41289,234.0,228.65378,234.0,228.9694,234.0,227.4906,202.0,195.32553,202.0,195.50096,202.0,194.94946,295.0,293.18396,199.0,192.01007,199.0,193.53174,199.0,191.98001,184.0,182.78268,184.0,183.52328,184.0,183.91968,171.0,164.29706
aes_secworks_orig.bench,31.324095,35.0,10.502586513757706,38.0,36.51134,35.0,33.81618,35.0,34.414352,35.0,33.751163,35.0,33.062447,35.0,33.81687,35.0,33.822357,35.0,33.79613,35.0,33.20654,35.0,32.780815,35.0,33.03895,35.0,33.069477,35.0,33.821106,35.0,33.67325,35.0,33.833874,35.0,33.55086,43.0,42.030876,35.0,31.324095
aes_secworks_orig.bench,31.715351,33.0,3.892875462770462,41.0,37.741352,38.0,36.36452,37.0,35.695145,35.0,33.658493,35.0,33.898224,35.0,34.03763,35.0,34.062668,35.0,33.622124,35.0,33.52292,35.0,33.440254,35.0,33.62593,35.0,33.68387,35.0,33.340683,35.0,33.52277,40.0,37.77542,40.0,37.452034,46.0,44.808655,33.0,31.715351
tv80_orig.bench,55.195847,58.0,4.834747314453125,53.0,52.486443,53.0,51.736904,53.0,51.529243,53.0,51.301907,53.0,51.47039,53.0,51.52902,53.0,51.756424,53.0,52.607986,53.0,52.67247,53.0,52.080887,66.0,62.27287,66.0,62.062035,66.0,62.324688,65.0,61.44278,67.0,61.724625,67.0,61.77388,66.0,61.80253,58.0,55.195847
max_orig.bench,161.36508,161.0,0.22675886284559965,287.0,291.44705,234.0,231.0415,234.0,229.74542,234.0,229.51346,227.0,223.6954,227.0,223.19385,227.0,222.69064,194.0,192.08395,194.0,192.97272,194.0,191.11794,194.0,191.30621,185.0,183.91766,185.0,184.29399,185.0,182.655,177.0,177.72592,177.0,177.92828,177.0,175.86469,161.0,161.36508
tv80_orig.bench,48.25439,50.0,3.491218388080597,53.0,51.09906,53.0,51.34449,53.0,51.466824,53.0,51.021492,53.0,50.672905,53.0,50.342445,53.0,50.533966,53.0,50.44976,53.0,50.591393,53.0,50.592308,53.0,50.197544,53.0,50.17646,53.0,50.340866,53.0,50.327984,53.0,50.24479,53.0,50.501976,53.0,50.483276,50.0,48.25439
max_orig.bench,173.66867,176.0,1.3246189802885056,287.0,292.56857,234.0,230.58273,234.0,229.6121,231.0,226.19058,231.0,227.61151,231.0,227.91959,231.0,225.18579,231.0,225.2702,231.0,225.46263,231.0,223.60724,299.0,300.53134,204.0,199.72519,204.0,199.81226,204.0,197.54132,192.0,192.61464,192.0,192.26373,192.0,191.11624,176.0,173.66867
tv80_orig.bench,54.991188,53.0,3.756958618760109,53.0,52.486443,53.0,51.736904,53.0,52.047577,53.0,51.876778,53.0,52.01744,53.0,52.003746,53.0,52.083233,53.0,53.018486,53.0,52.540703,53.0,52.2614,61.0,62.524582,61.0,63.39484,61.0,61.307278,61.0,60.83874,61.0,62.418945,61.0,60.580917,62.0,65.040375,53.0,54.991188
tv80_orig.bench,48.029934,51.0,5.823658779263496,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.822403,52.0,50.622864,52.0,50.31832,52.0,50.604454,52.0,50.369827,52.0,50.736275,52.0,50.279957,52.0,49.847004,52.0,49.87239,52.0,50.06076,52.0,50.19673,52.0,50.174828,52.0,50.34524,51.0,48.029934
tv80_orig.bench,61.158348,66.0,7.335836440324783,55.0,52.72698,57.0,52.865974,59.0,52.821487,59.0,53.26014,59.0,54.08369,59.0,54.930485,59.0,54.278008,59.0,54.378323,60.0,54.12808,60.0,54.829956,72.0,69.27947,75.0,70.76554,66.0,63.439796,66.0,65.81053,69.0,65.7556,69.0,66.68568,77.0,69.76968,66.0,61.158348
aes_secworks_orig.bench,31.273989,35.0,10.645746439695358,41.0,38.42709,39.0,34.748184,39.0,36.192627,39.0,34.518818,37.0,34.51349,37.0,34.574135,37.0,33.978508,37.0,34.0521,37.0,34.326862,37.0,33.922085,37.0,33.84008,37.0,33.319424,37.0,33.98945,37.0,34.18328,42.0,38.303123,42.0,37.606956,47.0,44.26934,35.0,31.273989
max_orig.bench,160.40172,161.0,0.3716036444529891,287.0,290.71436,234.0,229.97366,234.0,227.25496,234.0,227.6012,227.0,223.40454,227.0,224.60081,227.0,223.96738,194.0,192.36018,194.0,193.64151,194.0,192.17938,194.0,191.55135,185.0,182.82587,185.0,183.79842,185.0,181.988,177.0,177.63704,177.0,177.5416,177.0,176.5427,161.0,160.40172
aes_secworks_orig.bench,31.55119,33.0,4.3903350830078125,38.0,37.265015,37.0,35.942154,35.0,33.810604,35.0,33.91307,35.0,34.19075,35.0,34.445,35.0,33.996284,35.0,33.926506,35.0,33.796608,35.0,33.659534,35.0,33.508133,35.0,34.0437,35.0,34.045853,35.0,33.650997,35.0,33.76427,35.0,33.908287,43.0,42.597412,33.0,31.55119
aes_secworks_orig.bench,32.00107,33.0,3.0270664021372795,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,33.125557,35.0,33.69676,35.0,33.33073,35.0,33.252914,35.0,33.102386,35.0,33.72644,35.0,33.066925,35.0,32.88407,35.0,33.299965,35.0,33.718033,35.0,33.800434,35.0,34.0027,35.0,33.75261,33.0,32.00107
aes_secworks_orig.bench,31.304535,33.0,5.137772858142853,38.0,36.303238,35.0,34.090134,35.0,35.05387,35.0,33.81817,35.0,32.752464,35.0,33.546875,35.0,33.54769,35.0,33.53477,35.0,32.91749,35.0,33.392654,35.0,33.150803,35.0,32.441036,35.0,32.417133,35.0,33.38128,35.0,33.466835,35.0,33.097214,43.0,42.13392,33.0,31.304535
max_orig.bench,187.17485,187.0,0.09350292384624481,287.0,294.55667,234.0,230.8887,234.0,229.47739,234.0,229.17238,234.0,228.41403,234.0,229.30437,234.0,227.54124,202.0,197.31848,202.0,198.23743,202.0,197.91849,292.0,296.69516,202.0,198.41446,202.0,196.97829,202.0,196.0188,190.0,189.5328,190.0,188.95622,187.0,185.5564,187.0,187.17485
aes_secworks_orig.bench,31.331047,33.0,5.057433247566223,38.0,35.959606,37.0,35.821808,37.0,35.907406,37.0,35.557648,37.0,34.83876,37.0,35.17528,36.0,34.3319,36.0,34.270935,36.0,34.482845,35.0,33.42691,35.0,34.129517,35.0,34.1866,35.0,33.917656,35.0,34.350044,40.0,39.597412,40.0,38.952545,46.0,44.597855,33.0,31.331047
max_orig.bench,189.73578,186.0,2.008483186364174,287.0,291.39456,287.0,291.4328,287.0,291.69824,287.0,291.0145,287.0,289.51205,287.0,289.56644,287.0,291.18582,287.0,289.89145,287.0,292.02493,287.0,289.94513,306.0,308.9396,208.0,207.21916,208.0,206.32773,208.0,204.09067,201.0,200.19989,201.0,199.75659,186.0,191.04031,186.0,189.73578
tv80_orig.bench,47.903877,49.0,2.2369852289557457,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.07529,52.0,50.71173,52.0,50.364677,52.0,50.270584,52.0,50.400257,52.0,50.798813,52.0,50.74104,52.0,50.15195,52.0,50.026917,52.0,50.241444,52.0,50.36518,52.0,50.43455,52.0,50.224525,52.0,50.05213,49.0,47.903877
aes_secworks_orig.bench,31.606722,33.0,4.2220547795295715,38.0,37.159454,35.0,33.732563,35.0,33.552055,35.0,34.329414,35.0,33.0708,35.0,33.911243,35.0,33.67599,35.0,33.852627,35.0,33.34519,35.0,33.40004,35.0,33.21488,35.0,33.455936,35.0,34.157295,35.0,33.64447,35.0,33.845226,35.0,32.941044,43.0,42.257835,33.0,31.606722
aes_secworks_orig.bench,32.782333,33.0,0.6595958489924669,38.0,35.959606,36.0,35.340157,36.0,35.095848,36.0,35.073887,36.0,34.589104,36.0,34.411198,36.0,34.142532,36.0,34.417137,36.0,34.496483,34.0,32.958008,34.0,33.45763,34.0,33.879486,34.0,34.43325,34.0,34.5829,38.0,39.152527,38.0,37.892258,45.0,43.692078,33.0,32.782333
